Country/Territory,Code,Year,Meningitis,Alzheimer's Disease and Other Dementias,Parkinson's Disease,Nutritional Deficiencies,Malaria,Drowning,Interpersonal Violence,Maternal Disorders,HIV/AIDS,Drug Use Disorders,Tuberculosis,Cardiovascular Diseases,Lower Respiratory Infections,Neonatal Disorders,Alcohol Use Disorders,Self-harm,Exposure to Forces of Nature,Diarrheal Diseases,Environmental Heat and Cold Exposure,Neoplasms,Conflict and Terrorism,Diabetes Mellitus,Chronic Kidney Disease,Poisonings,Protein-Energy Malnutrition,Road Injuries,Chronic Respiratory Diseases,Cirrhosis and Other Chronic Liver Diseases,Digestive Diseases,"Fire, Heat, and Hot Substances",Acute Hepatitis
Brazil,BRA,1991,8045,13951,2959,15676,4099,10415,43618,3433,10136,194,9552,266804,64765,78525,4749,9155,56,39845,214,119232,31,27756,16324,374,14774,43302,40891,24488,44038,2650,342
Brazil,BRA,1992,7741,14719,3094,15056,4045,10108,42765,3097,12066,197,9341,270678,63313,75205,4920,9196,205,37118,202,123095,51,28799,16816,361,14210,42739,42710,24913,44905,2521,336
Brazil,BRA,1993,7629,15589,3304,14576,3131,10021,45849,2983,14525,209,9358,280562,63254,72342,5131,9442,4,34880,192,129215,48,30572,17655,352,13750,43280,45747,25965,46772,2481,328
Brazil,BRA,1994,7391,16412,3424,14000,3257,9952,47507,3064,16499,225,9218,282052,61913,69857,5329,9539,21,32254,174,132940,33,31437,18143,335,13223,43614,47315,26329,47419,2404,324
Brazil,BRA,1995,7180,17308,3543,13526,3186,9852,51099,2509,18245,246,9074,283063,60341,68160,5518,9562,268,29213,149,137053,36,32314,18766,324,12785,44116,49103,26604,48024,2365,316
Brazil,BRA,1996,6863,18292,3696,13328,2298,9782,51801,2530,18234,263,8945,286928,58595,66907,5741,9715,239,26598,111,142403,53,33084,19670,312,12590,44659,51461,26864,48882,2309,325
Brazil,BRA,1997,6500,19346,3819,13138,1626,9570,53278,2437,15788,271,8779,286370,56363,65825,5969,10000,114,24231,95,146369,36,33427,20348,302,12396,44074,52548,26991,49163,2236,326
Brazil,BRA,1998,6122,20506,4009,13099,1693,9249,55655,2467,14615,280,8724,291345,55338,64786,6182,10424,42,22513,86,152347,1,34467,21406,296,12334,43023,54781,27520,50204,2209,324
Brazil,BRA,1999,5397,21681,4176,12949,1767,9003,55424,2439,14466,279,8609,294045,54223,64021,6447,10651,58,20503,82,157697,5,35622,22410,278,12165,42575,55801,27998,51242,2094,333
Brazil,BRA,2000,4970,22925,4345,12628,1779,8819,57844,2255,14524,282,8323,295292,53538,63291,6709,10796,150,18454,99,162732,0,36766,23306,260,11838,42084,56021,28376,52152,2089,335
Brazil,BRA,2001,4694,24254,4556,12530,948,8731,60012,2224,14720,289,8123,298715,53715,62213,6971,10980,121,17145,76,167936,4,37850,24138,251,11699,42371,56610,28885,53375,1984,334
Brazil,BRA,2002,4437,25745,4797,12215,836,8757,61969,2247,14657,296,7859,303435,54562,60921,7227,11143,157,16101,74,173241,0,39146,24910,249,11375,43059,57466,29422,54660,1956,323
Brazil,BRA,2003,4218,27251,5042,11910,780,8573,62076,2224,15183,309,7619,308841,55619,59578,7492,11313,230,15210,72,178652,0,40476,25792,245,11077,43468,58356,30034,56108,1905,324
Brazil,BRA,2004,4140,28758,5273,11378,852,8518,60644,2253,14760,329,7414,313658,56885,58264,7843,11607,197,14219,72,184180,0,41850,26638,242,10583,44289,58970,30720,57649,1863,325
Brazil,BRA,2005,4008,30196,5419,10664,1061,8269,59926,2201,14850,353,7038,311589,57078,56875,8139,11750,88,13317,70,186595,34,42513,26861,234,9910,44263,57962,30664,58050,1793,322
Brazil,BRA,2006,3720,31762,5685,10111,976,8148,60171,2182,14627,391,6823,317244,59162,55546,8422,11967,90,12343,69,192001,1,44066,27258,232,9387,44884,58313,31245,59478,1776,329
Brazil,BRA,2007,3744,33367,5946,9713,730,8041,60023,2166,14815,433,6668,322286,61206,54149,8677,12105,140,11420,69,197167,7,45611,27932,227,9006,45805,58747,31897,60968,1769,320
Brazil,BRA,2008,3693,34941,6224,9340,405,7903,61014,2235,15287,487,6580,328313,63628,52478,8886,12194,487,10615,71,202719,62,47260,28861,223,8652,46857,59338,32644,62671,1751,310
Brazil,BRA,2009,3702,36563,6544,9090,386,7822,62508,2373,15281,553,6506,334995,67124,50683,8972,12315,165,9901,72,208607,14,48937,29944,221,8424,47828,60515,33323,64434,1742,295
Brazil,BRA,2010,3175,38234,6893,8893,372,7596,62918,2285,15502,643,6347,340876,69897,48726,9093,12440,728,9313,93,214526,0,50718,31167,219,8246,48796,61948,33985,66231,1749,281
Brazil,BRA,2011,2863,39782,7241,8686,307,7430,62969,2230,15397,738,6203,346499,72719,46576,9176,12749,2562,8819,72,220411,2,52766,32609,216,8058,49449,63235,34641,68009,1754,269
Brazil,BRA,2012,2687,41153,7487,8411,287,7245,65597,2209,15316,827,6029,347193,74791,44173,9126,12929,78,8446,72,224727,4,53744,33482,216,7806,49398,63704,34788,68919,1736,255
Brazil,BRA,2013,2459,42632,7791,8240,214,7015,66519,2249,15671,920,5957,351474,77827,41687,9102,13091,185,8182,73,230413,18,55098,34746,213,7656,48900,64962,35182,70255,2097,247
Brazil,BRA,2014,2339,44168,8089,8006,151,6816,68062,2241,15675,998,5854,355512,80250,39034,9010,13205,119,7809,72,235262,64,56290,35868,208,7439,48168,65974,35307,71242,1691,240
Brazil,BRA,2015,2244,45968,8447,7921,114,6597,68068,2188,15849,1042,5807,363287,83400,36744,8958,13381,77,7656,73,241818,36,57990,37342,201,7353,46729,67975,35673,72690,1668,234
Brazil,BRA,2016,2194,48321,8828,7930,97,6507,69640,2178,15812,1097,5841,375893,87096,34752,9002,13793,94,7641,76,250600,15,60293,39230,198,7355,46213,70594,36644,75023,1683,231
Brazil,BRA,2017,2107,50594,8990,7798,122,6266,69269,2161,15873,1118,5681,377468,86960,33069,9092,13683,63,7523,74,252787,0,61107,39789,193,7238,44794,71523,36319,75027,1634,230
Brazil,BRA,2018,2051,52616,9248,8020,121,6185,67017,1993,15727,1112,5551,386886,87259,31170,9422,13527,22,7501,75,258368,0,63146,40931,192,7455,44690,73858,37103,76558,1690,235
Brazil,BRA,2019,2008,54594,9564,8221,118,6110,65907,1935,15561,1127,5485,397993,88641,29661,9705,13503,22,7514,76,266014,0,65366,42336,190,7648,44529,76551,38029,78484,1661,237
Canada,CAN,1990,128,6456,1545,216,0,404,627,18,801,441,205,74467,6576,1255,692,4086,26,71,135,53929,0,4330,2642,179,160,4282,9319,3144,7296,446,15
Canada,CAN,1991,126,6549,1604,227,0,394,642,19,942,495,201,74607,6761,1185,718,4137,3,70,137,55028,0,4549,2800,178,168,4139,9654,3186,7413,428,15
Canada,CAN,1992,121,6649,1664,235,0,377,611,27,1107,548,195,75001,6945,1133,743,4223,8,73,139,56088,1,4796,2953,177,175,4014,9995,3231,7529,419,15
Canada,CAN,1993,132,6785,1746,245,0,379,562,25,1215,611,196,76383,7239,1147,761,4334,6,81,144,57495,0,5138,3135,177,182,3939,10493,3334,7747,413,15
Canada,CAN,1994,119,6948,1816,257,0,372,560,25,1285,650,192,76928,7465,1155,780,4366,8,89,147,58360,1,5414,3280,172,192,3801,10835,3390,7890,399,15
Canada,CAN,1995,108,7167,1897,267,0,371,486,25,1610,671,192,77554,7670,1116,788,4412,14,101,149,59509,2,5696,3424,162,200,3708,11225,3445,8023,389,15
Canada,CAN,1996,103,7423,1978,277,0,358,497,26,1238,701,188,77759,7791,1039,803,4438,19,119,148,60279,0,5933,3551,155,210,3600,11526,3470,8116,376,15
Canada,CAN,1997,111,7685,2067,289,0,348,419,29,663,741,185,77859,7908,987,816,4437,13,145,146,61052,0,6196,3659,150,220,3537,11866,3497,8245,370,14
Canada,CAN,1998,99,7970,2167,300,0,344,439,22,513,810,178,77758,7922,946,841,4429,48,189,143,62095,2,6470,3810,144,230,3450,12217,3571,8419,355,14
Canada,CAN,1999,113,8266,2253,309,0,338,423,16,431,860,176,76963,7573,931,860,4461,21,251,138,62822,7,6770,3927,140,240,3397,12398,3602,8492,349,14
Canada,CAN,2000,113,8587,2339,318,0,323,426,18,563,902,170,75825,6724,926,896,4356,14,372,129,63646,0,7081,4092,128,253,3287,12447,3625,8591,333,15
Canada,CAN,2001,116,8938,2444,329,0,318,439,28,479,942,167,75174,6355,956,925,4349,20,496,129,64211,7,7404,4233,122,263,3218,12584,3701,8770,325,15
Canada,CAN,2002,109,9294,2565,339,0,316,445,22,464,990,162,75056,6190,975,952,4333,7,645,131,65032,1,7767,4403,123,273,3196,12813,3813,9041,316,16
Canada,CAN,2003,110,9590,2658,342,0,306,433,27,473,1026,154,74094,6125,997,958,4342,23,825,129,66785,0,7909,4520,125,276,3144,12979,3892,9227,306,15
Canada,CAN,2004,100,9893,2732,341,0,299,480,25,456,1069,144,72573,6143,1011,972,4277,3,1024,125,68084,3,7904,4634,123,278,3079,13055,3919,9345,303,14
Canada,CAN,2005,99,10257,2818,340,0,301,553,32,499,1135,142,71571,6174,1049,982,4301,7,1180,124,69538,4,7880,4784,123,278,3060,13245,4005,9567,300,14
Canada,CAN,2006,100,10633,2889,332,0,298,546,31,471,1186,138,70140,6121,1056,1005,4267,10,1316,120,70821,36,7628,4891,123,273,2969,13288,4052,9695,295,14
Canada,CAN,2007,99,10999,2987,328,0,293,538,28,448,1254,134,69792,6215,1098,1034,4318,18,1469,119,72965,30,7482,5054,127,272,2898,13620,4196,9985,298,13
Canada,CAN,2008,98,11370,3077,323,0,291,604,32,415,1312,129,69253,6288,1107,1065,4359,21,1581,117,74584,32,7270,5202,127,270,2776,13880,4292,10155,301,12
Canada,CAN,2009,96,11709,3137,314,0,286,557,30,364,1372,121,68335,6366,1089,1092,4419,14,1690,114,75628,32,6948,5298,128,263,2657,14017,4356,10246,294,12
Canada,CAN,2010,95,12160,3215,308,0,285,613,27,330,1428,121,68029,6473,1097,1128,4442,11,1782,117,76141,16,6697,5512,127,261,2555,14272,4435,10392,288,12
Canada,CAN,2011,88,12560,3282,298,0,280,603,23,302,1501,119,67580,6674,1072,1168,4426,19,1810,116,77371,0,6362,5732,125,253,2443,14497,4507,10516,278,12
Canada,CAN,2012,85,13008,3368,288,0,287,605,26,277,1602,121,68155,6928,1072,1202,4547,6,1801,117,79147,1,6186,5974,128,244,2407,14869,4660,10780,277,11
Canada,CAN,2013,87,13442,3449,282,0,285,569,26,233,1709,124,68846,7281,1098,1247,4625,6,1724,142,80681,0,6006,6200,130,241,2370,15300,4781,11021,283,11
Canada,CAN,2014,89,13911,3551,283,0,285,560,27,273,1856,128,70379,7635,1050,1291,4756,11,1688,121,82675,7,6000,6454,134,241,2354,15801,4941,11355,293,11
Canada,CAN,2015,89,14402,3617,292,0,292,580,29,272,2022,132,71553,8008,1021,1321,4834,8,1661,120,83590,0,6065,6607,132,250,2365,16221,5037,11568,286,11
Canada,CAN,2016,89,15138,3687,306,0,298,595,28,269,2167,133,73558,8185,1002,1326,4873,0,1652,123,84988,2,6347,6730,135,262,2436,16535,5097,11779,293,11
Canada,CAN,2017,88,15906,3776,318,0,295,572,27,265,2311,136,75546,8408,956,1335,4832,2,1655,124,86590,0,6594,6881,134,272,2452,16926,5156,12001,294,12
Canada,CAN,2018,89,16573,3990,339,0,291,559,25,259,2413,144,79970,8859,931,1349,4764,0,1713,197,90494,0,7078,7266,133,289,2467,17831,5350,12552,300,12
Canada,CAN,2019,89,17052,4123,354,0,288,552,25,254,2526,149,82644,9125,915,1361,4699,0,1742,128,93072,1,7420,7501,132,302,2479,18385,5442,12872,303,12
Chile,CHL,1990,276,1328,438,190,0,496,1156,145,105,11,993,22267,6387,1795,271,2554,0,393,60,16587,8,1525,1349,72,175,2104,2781,3930,5984,598,23
Chile,CHL,1991,259,1389,448,188,0,489,1107,130,103,10,873,21594,6181,1608,271,2449,223,352,55,16573,16,1548,1356,62,174,2075,2757,3652,5695,545,19
Chile,CHL,1992,255,1461,462,189,0,499,1013,114,144,9,803,21228,6187,1538,266,2385,0,318,52,16715,12,1607,1393,60,175,2111,2760,3457,5498,507,15
Chile,CHL,1993,250,1545,484,206,0,530,932,115,200,10,776,21331,6364,1397,278,2411,120,293,54,17216,0,1716,1460,61,191,2205,2818,3508,5581,491,13
Chile,CHL,1994,242,1630,498,224,0,555,883,97,287,10,752,21261,6453,1266,301,2372,3,279,56,17675,0,1816,1522,63,209,2282,2823,3672,5764,477,12
Chile,CHL,1995,233,1725,527,252,0,586,878,101,326,11,748,21582,6737,1184,326,2364,30,280,99,18347,1,1933,1627,62,237,2361,2901,3877,6021,468,10
Chile,CHL,1996,208,1820,558,292,0,601,853,84,390,12,730,21842,6842,1131,356,2306,0,278,57,18836,2,1996,1757,63,276,2425,2997,3973,6143,454,9
Chile,CHL,1997,199,1911,569,323,0,600,831,81,446,14,688,21573,6534,1050,392,2190,33,271,51,18970,0,1926,1911,59,306,2416,3089,3911,6068,451,9
Chile,CHL,1998,205,2009,595,402,0,592,849,73,436,15,659,21895,6204,1095,412,2106,4,272,48,19363,0,1965,2099,54,386,2376,3322,3887,6062,389,8
Chile,CHL,1999,200,2103,624,456,0,586,826,73,525,16,645,22245,5852,1053,442,2016,0,271,44,19831,1,2050,2267,54,437,2349,3556,3866,6071,366,6
Chile,CHL,2000,191,2179,633,475,0,580,775,66,518,19,625,21981,5000,959,508,1917,16,262,43,20025,1,2105,2381,52,457,2381,3671,3874,6073,364,7
Chile,CHL,2001,191,2278,661,495,0,591,794,57,578,23,643,22519,4561,898,545,1902,9,257,43,20607,0,2278,2591,54,475,2411,3942,4039,6288,366,6
Chile,CHL,2002,171,2380,684,511,0,576,780,55,474,29,634,22596,4139,802,577,1852,21,252,48,20958,0,2376,2713,54,491,2352,4068,4087,6343,356,6
Chile,CHL,2003,162,2500,726,544,0,569,778,48,452,32,631,23315,3945,802,580,1865,0,254,48,21575,0,2525,2920,54,522,2372,4292,4185,6498,359,6
Chile,CHL,2004,155,2614,766,559,0,546,792,54,428,36,620,23678,3894,862,576,1893,5,254,51,22062,0,2623,3113,53,536,2390,4507,4200,6541,350,6
Chile,CHL,2005,148,2702,791,570,0,512,878,57,416,38,598,23624,3732,842,568,1887,58,245,50,22312,0,2644,3226,53,546,2367,4572,4116,6455,344,5
Chile,CHL,2006,139,2797,815,569,0,486,860,50,438,42,579,23593,3652,848,560,1914,18,242,48,22611,0,2660,3301,52,544,2358,4626,4117,6458,343,5
Chile,CHL,2007,141,2908,850,579,0,469,663,48,416,47,560,23903,3726,883,551,1999,15,244,67,23081,0,2707,3421,52,555,2404,4767,4184,6560,374,5
Chile,CHL,2008,140,3009,867,563,0,460,769,46,412,48,527,23671,3668,874,547,2050,10,255,46,23382,0,2663,3420,50,539,2395,4753,4218,6595,350,5
Chile,CHL,2009,144,3161,925,578,0,460,746,57,458,52,528,24575,3834,905,543,2129,3,276,45,24500,0,2781,3597,49,552,2438,4999,4403,6884,385,5
Chile,CHL,2010,144,3314,988,590,0,427,797,54,451,53,521,25449,3980,857,534,2088,508,300,42,25411,0,2895,3783,44,563,2399,5264,4503,7080,470,5
Chile,CHL,2011,126,3443,1020,574,0,404,801,54,510,54,495,25568,3925,870,518,2031,1,320,40,25919,0,2936,3805,43,548,2354,5336,4493,7123,351,5
Chile,CHL,2012,133,3585,1061,556,0,383,765,58,483,57,481,25914,4026,834,510,1976,1,348,39,26528,0,2999,3954,39,529,2323,5422,4552,7251,345,5
Chile,CHL,2013,123,3735,1100,539,0,372,756,59,547,58,470,26372,4128,798,496,1960,4,381,39,27203,2,3100,4139,38,514,2347,5481,4658,7441,346,5
Chile,CHL,2014,131,3886,1131,514,0,366,839,62,539,61,450,26579,4124,834,485,1953,3,408,38,27672,1,3210,4292,36,490,2324,5550,4706,7541,369,5
Chile,CHL,2015,117,4061,1168,512,0,362,821,61,556,64,448,27087,4072,752,486,1963,227,423,37,28354,0,3368,4473,37,487,2314,5685,4803,7708,333,5
Chile,CHL,2016,115,4225,1190,506,0,356,776,57,522,66,437,27170,4065,702,481,1953,13,422,37,28698,0,3436,4579,37,483,2314,5743,4792,7746,332,5
Chile,CHL,2017,114,4417,1247,535,0,357,792,51,512,67,447,28370,4317,647,503,1976,31,434,38,29819,0,3582,4741,37,510,2319,5996,4943,8021,347,5
Chile,CHL,2018,114,4609,1292,555,0,357,795,50,503,69,451,29266,4512,617,517,1995,0,441,38,30748,0,3708,4893,38,530,2314,6195,5054,8230,339,5
Chile,CHL,2019,113,4804,1334,576,0,356,793,49,492,71,456,30115,4703,594,531,2006,6,449,38,31648,0,3822,5038,38,550,2299,6389,5157,8426,341,5
China,CHN,2007,8407,187358,52766,10611,21,76277,23339,5014,14992,10723,66462,3413237,190310,99540,21274,159417,1180,11643,4625,2126460,88,123442,142069,27780,7878,324159,1161612,170433,297567,11500,5017
China,CHN,2008,8384,197380,54828,10623,15,73624,21775,4534,16310,10288,61286,3523450,187559,93539,21408,154710,88421,10058,4676,2168067,114,125045,146413,28939,7906,327299,1149016,167955,292928,11363,4757
China,CHN,2009,8394,208139,57485,10874,9,72888,20659,4207,16364,9981,56959,3669964,186990,87453,21192,150572,611,8901,4447,2214787,392,128147,152838,30105,8098,329237,1145608,164921,288756,11346,4509
China,CHN,2010,8341,218436,60241,11293,12,70955,18926,3762,16722,9838,53312,3831636,186499,79733,21077,146044,7175,7891,4454,2265802,19,132114,160396,30838,8425,327545,1139700,162119,285663,11362,4334
China,CHN,2011,8193,225852,61781,11739,11,66696,17477,3350,17075,9567,50513,3937801,184317,75901,20738,139061,844,7198,4400,2296328,67,134980,165833,30883,8809,315824,1115828,158710,281834,11152,4212
China,CHN,2012,8057,232656,62640,12120,0,65110,16177,3015,16455,9170,48260,3973790,181048,74505,20458,131641,871,6779,4441,2318471,55,137073,169494,30494,9145,300970,1083590,155219,277791,10934,4158
China,CHN,2013,7971,239240,63853,12748,0,63152,15134,2761,17728,8989,46072,4049045,178100,68958,20181,126196,1402,6452,4616,2337453,213,140303,173650,30263,9690,288937,1058374,151718,273718,10851,4160
China,CHN,2014,7740,249056,65555,13528,0,62733,14194,2340,21784,8980,43438,4120839,175785,63241,20069,123006,1684,6131,4582,2378155,425,145136,177089,29957,10365,279949,1042132,149653,271449,10766,4143
China,CHN,2015,7553,259217,66761,14487,0,61489,13512,2341,26060,8872,41987,4180060,175523,66013,19893,120453,551,6078,4720,2414868,211,149030,179638,29323,11176,268987,1029418,148056,270036,10738,4171
China,CHN,2016,7550,275481,69364,15827,0,61049,13076,2510,29402,8964,42073,4292981,179477,66904,19803,121045,1340,6243,5072,2477718,20,155700,184528,29051,12262,262951,1039047,148104,271648,10789,4234
China,CHN,1990,37473,93316,31920,42176,1535,153773,40143,17400,2698,27091,177459,2423990,543901,285888,9377,214743,1324,93302,10895,1458904,26,70089,98607,22496,40015,230499,1301224,167671,322746,17289,26162
China,CHN,1991,36834,95470,32607,42446,2245,150399,39187,15505,3420,30798,169914,2456185,533064,283263,9282,216274,2339,87548,10650,1494929,4,70488,98875,21944,40380,226876,1324798,169742,325511,17205,25305
China,CHN,1992,35086,98135,33287,37980,2061,144949,38179,13867,4112,33275,163172,2488556,514519,275249,9243,215462,1456,79015,10467,1523458,16,71969,99808,21357,36013,226374,1347922,169544,323758,16846,23933
China,CHN,1993,33396,100822,34129,35265,1327,142119,37525,12866,4830,34848,152896,2519098,489064,266041,9287,213364,1573,71456,10139,1559122,6,74000,100190,20976,33447,227370,1364268,169199,320315,16377,22477
China,CHN,1994,31752,103621,34680,32825,1146,138993,38146,14144,5434,37165,145300,2524877,462841,255090,9583,218792,3100,65172,10034,1588344,21,75643,101945,20528,31078,233459,1366039,167640,315647,16504,20915
China,CHN,1995,29319,106958,35450,29567,1068,136083,37763,14848,6292,38667,137616,2548615,435497,242244,9732,220357,2408,58142,9517,1622611,6,77685,103512,20746,27874,240786,1360352,166990,311593,15467,19407
China,CHN,1996,26788,111481,36703,27043,930,130813,36192,14353,6758,38868,127471,2592143,408263,230108,10016,213924,5615,52455,9070,1660499,23,81040,105289,20913,25379,244790,1357793,165875,306420,14665,17930
China,CHN,1997,23987,116489,37807,24625,946,124856,34972,13783,7392,37655,119144,2623371,379570,216548,10244,207895,1674,46586,8584,1693219,42,84291,107266,20818,23004,248806,1342027,164192,300603,14047,16588
China,CHN,1998,21485,121766,38955,22088,558,121543,34164,13838,8239,37545,114306,2669846,351531,203385,10820,205755,4503,41994,8052,1736175,100,88550,110205,21270,20420,255467,1329613,163959,297422,13430,15359
China,CHN,1999,19295,127660,40894,19966,1142,115349,33074,13307,9004,35853,111797,2767588,326425,189902,11452,198900,1706,37415,7693,1794956,305,94000,114372,21346,18279,264540,1335801,165625,298457,12925,14446
China,CHN,2000,16947,134438,43357,18083,120,111301,31227,12385,9872,34726,110958,2908756,303378,177316,12527,189269,679,33220,7341,1867021,201,99174,119415,22376,16223,279743,1347045,168580,302427,12911,13143
China,CHN,2001,14740,141288,45240,16332,35,105437,29311,11121,11021,30200,106277,3012156,278187,163780,13981,172785,922,29084,6813,1912694,525,104537,124066,23392,14261,291418,1332957,170622,304363,11924,11459
China,CHN,2002,12828,148675,47020,14403,60,100416,27998,9215,11773,24847,102321,3131151,255470,150219,15761,164169,1419,25318,6377,1956916,102,111371,128709,24178,12138,301638,1323164,173440,308400,11754,9706
China,CHN,2003,11265,156132,48660,12952,46,94274,27976,7814,12183,18858,96347,3244006,236188,136597,17825,171193,1094,22164,5962,2010015,2,117231,133206,25301,10418,312967,1310929,175987,312770,11998,8001
China,CHN,2004,10297,163879,50802,12030,51,90532,27869,7286,13424,15029,91115,3371112,224538,126027,19906,178314,773,19279,5664,2082868,16,123931,138884,26861,9232,326303,1308091,179149,318172,12410,6840
China,CHN,2005,9502,170967,52138,11457,44,85898,26579,6591,15090,13022,83908,3424698,212944,116266,20915,174712,1029,16432,5309,2113440,25,128162,142274,27533,8610,328533,1275501,177980,314833,12271,6039
China,CHN,2006,8824,178510,51900,11083,36,79135,25011,5755,14791,11582,74403,3385035,199008,107583,21167,166258,1999,13769,4909,2106086,0,124587,140943,27420,8283,324080,1204710,174290,305990,11739,5510
China,CHN,2017,7228,291962,71490,16572,0,59354,12523,2083,31031,9499,39553,4378469,179595,57484,19627,121412,620,6050,5112,2543288,14,161250,187685,28345,12850,257068,1040384,149472,273724,10829,4080
China,CHN,2018,6798,306747,73789,16630,0,57898,12197,1725,31707,10569,37576,4459245,180964,49939,19499,121610,354,5618,4995,2621322,5,166694,191351,27623,12907,253799,1054610,149792,273223,10914,3843
China,CHN,2019,6465,320715,76990,16863,0,56524,11970,1537,31746,11445,36566,4584273,185264,44950,19459,121217,295,5440,4966,2716551,0,172892,196726,27084,13099,250025,1085273,152262,277142,11096,3726
Colombia,COL,1990,1182,2678,510,1996,1245,1648,24070,778,486,141,1586,41954,7757,13526,88,1416,43,4576,40,23337,1365,3370,3559,223,1885,6833,6211,2098,5889,493,28
Colombia,COL,1991,1189,2844,553,1943,2013,1676,27814,811,587,140,1626,44376,7848,13614,83,1512,154,4450,41,24626,1614,3651,3748,222,1831,7346,6704,2272,6211,499,28
Colombia,COL,1992,1197,2996,584,1877,2271,1644,28934,839,634,138,1595,45315,7825,13627,82,1523,23,4311,40,25300,2131,3863,3810,220,1767,7573,7076,2373,6377,493,29
Colombia,COL,1993,1190,3157,611,1774,1303,1641,29497,847,741,133,1516,45697,7894,13470,82,1580,261,4081,36,25894,257,4050,3817,208,1663,7818,7333,2456,6486,481,33
Colombia,COL,1994,1160,3334,642,1718,1007,1635,28322,831,1027,125,1392,46234,7775,13116,78,1711,166,3849,33,26564,1429,4299,3892,188,1617,8051,7680,2549,6609,454,35
